Timestamp,Farm_ID,Volumetric_Moisture_Pct,Sensor_Board_Temperature_C,Raw_Capacitive_ADC,Sensor_Voltage_V,Atm_Pressure_inHg,Atm_Temperature_C,Soil_Temperature_C,SM_Level_15cm,SM_Volume_15cm,SM_Aggregate_Pct,SM_Volume_Pct,Hour,Day,Month,DayOfWeek,DayOfYear,Hour_sin,Hour_cos,Day_sin,Day_cos
2025-01-05 02:45:00,Kolkata_Farm_1,14.18,16.69343284361061,710,2.29,30.006,17.22,19.72,2.55,9.13,24.12,19.59,2,5,1,6,5,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078
2025-01-05 03:00:00,Kolkata_Farm_1,14.2,14.75577204381703,699,2.255,30.0036,17.76,18.67,1.61,8.9,25.86,19.7,3,5,1,6,5,0.7071067811865476,0.7071067811865476,0.08596479873744647,0.9962981749346078
2025-01-05 03:15:00,Kolkata_Farm_1,14.18,17.78558279919609,701,2.261,30.0016,17.17,19.2,3.12,9.08,26.68,19.69,3,5,1,6,5,0.7071067811865476,0.7071067811865476,0.08596479873744647,0.9962981749346078
2025-01-05 03:30:00,Kolkata_Farm_1,14.22,18.7495829286742,687,2.216,30.0025,17.29,19.05,1.63,8.58,19.63,19.25,3,5,1,6,5,0.7071067811865476,0.7071067811865476,0.08596479873744647,0.9962981749346078
2025-01-05 03:45:00,Kolkata_Farm_1,14.23,17.09282244597556,687,2.216,29.9985,17.35,19.19,2.23,8.95,23.76,19.36,3,5,1,6,5,0.7071067811865476,0.7071067811865476,0.08596479873744647,0.9962981749346078
2025-01-05 04:00:00,Kolkata_Farm_1,14.22,14.31572166842563,698,2.252,29.9973,18.2,19.34,2.31,8.7,25.26,19.35,4,5,1,6,5,0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 04:15:00,Kolkata_Farm_1,14.2,16.53819673737888,708,2.284,29.9981,18.26,19.53,2.03,8.98,25.96,18.99,4,5,1,6,5,0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 04:30:00,Kolkata_Farm_1,14.17,16.30584973042097,693,2.235,29.9966,17.97,19.0,2.05,8.99,23.69,18.95,4,5,1,6,5,0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 04:45:00,Kolkata_Farm_1,14.19,15.09407564410329,675,2.177,29.9962,17.85,19.33,2.34,8.64,20.37,18.6,4,5,1,6,5,0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 05:00:00,Kolkata_Farm_1,14.18,18.81900957058212,678,2.187,29.9984,18.02,19.39,1.49,8.99,20.32,18.55,5,5,1,6,5,0.9659258262890683,0.25881904510252074,0.08596479873744647,0.9962981749346078
2025-01-05 05:15:00,Kolkata_Farm_1,14.2,20.88287700303971,701,2.261,30.0031,18.31,19.13,1.75,8.3,26.49,18.46,5,5,1,6,5,0.9659258262890683,0.25881904510252074,0.08596479873744647,0.9962981749346078
2025-01-05 05:30:00,Kolkata_Farm_1,14.22,17.52846937056798,688,2.219,30.0006,17.65,19.04,2.45,8.65,22.23,18.17,5,5,1,6,5,0.9659258262890683,0.25881904510252074,0.08596479873744647,0.9962981749346078
2025-01-05 05:45:00,Kolkata_Farm_1,14.22,20.13499809125952,646,2.084,30.0045,18.35,19.23,1.8,8.4,21.34,18.13,5,5,1,6,5,0.9659258262890683,0.25881904510252074,0.08596479873744647,0.9962981749346078
2025-01-05 06:00:00,Kolkata_Farm_1,14.22,22.52443833035467,683,2.203,30.0042,14.12,19.69,1.93,8.27,25.17,17.53,6,5,1,6,5,1.0,6.123233995736766e-17,0.08596479873744647,0.9962981749346078
2025-01-05 06:15:00,Kolkata_Farm_1,14.25,19.96632001286474,691,2.229,30.0059,14.86,19.27,1.69,7.69,19.06,17.04,6,5,1,6,5,1.0,6.123233995736766e-17,0.08596479873744647,0.9962981749346078
2025-01-05 06:30:00,Kolkata_Farm_1,14.21,21.97974582858917,693,2.235,30.0067,15.87,19.24,2.28,8.14,22.36,17.29,6,5,1,6,5,1.0,6.123233995736766e-17,0.08596479873744647,0.9962981749346078
2025-01-05 06:45:00,Kolkata_Farm_1,14.19,18.12846572279924,702,2.265,30.0116,15.72,19.26,1.83,7.63,24.05,17.04,6,5,1,6,5,1.0,6.123233995736766e-17,0.08596479873744647,0.9962981749346078
2025-01-05 07:00:00,Kolkata_Farm_1,14.15,20.30521294314775,688,2.219,30.0121,16.64,19.7,1.68,7.76,22.97,16.96,7,5,1,6,5,0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 07:15:00,Kolkata_Farm_1,14.13,19.6888981788851,692,2.232,30.0165,16.97,19.87,1.25,7.79,24.89,16.93,7,5,1,6,5,0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 07:30:00,Kolkata_Farm_1,14.09,21.17842013948268,681,2.197,30.0221,17.68,19.36,1.6,7.51,22.56,16.56,7,5,1,6,5,0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 07:45:00,Kolkata_Farm_1,14.07,21.25729976109418,703,2.268,30.0222,17.44,19.45,1.76,7.89,17.25,16.5,7,5,1,6,5,0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 08:00:00,Kolkata_Farm_1,14.09,18.9930124460669,700,2.258,30.0252,18.27,19.69,1.89,7.11,21.41,16.33,8,5,1,6,5,0.8660254037844387,-0.4999999999999998,0.08596479873744647,0.9962981749346078
2025-01-05 08:15:00,Kolkata_Farm_1,14.07,23.73211680371672,678,2.187,30.0319,19.1,19.47,2.23,7.53,18.1,16.09,8,5,1,6,5,0.8660254037844387,-0.4999999999999998,0.08596479873744647,0.9962981749346078
2025-01-05 08:30:00,Kolkata_Farm_1,14.05,23.73116807528018,718,2.316,30.0322,20.08,19.57,1.24,7.48,19.61,16.03,8,5,1,6,5,0.8660254037844387,-0.4999999999999998,0.08596479873744647,0.9962981749346078
2025-01-05 08:45:00,Kolkata_Farm_1,14.04,21.09264440924764,709,2.287,30.0328,20.24,19.55,2.03,7.49,23.71,16.23,8,5,1,6,5,0.8660254037844387,-0.4999999999999998,0.08596479873744647,0.9962981749346078
2025-01-05 09:00:00,Kolkata_Farm_1,14.02,22.73819686967789,689,2.223,30.0343,20.77,17.86,1.05,7.63,22.27,15.89,9,5,1,6,5,0.7071067811865476,-0.7071067811865475,0.08596479873744647,0.9962981749346078
2025-01-05 09:15:00,Kolkata_Farm_1,13.99,22.95266498065332,696,2.245,30.0389,21.43,18.09,1.14,7.47,23.34,15.61,9,5,1,6,5,0.7071067811865476,-0.7071067811865475,0.08596479873744647,0.9962981749346078
2025-01-05 09:30:00,Kolkata_Farm_1,14.0,24.92867032128313,705,2.274,30.0404,21.41,18.58,1.68,7.25,19.8,15.66,9,5,1,6,5,0.7071067811865476,-0.7071067811865475,0.08596479873744647,0.9962981749346078
2025-01-05 09:45:00,Kolkata_Farm_1,13.99,22.10497221865322,699,2.255,30.0406,22.19,18.27,1.67,7.23,20.34,15.71,9,5,1,6,5,0.7071067811865476,-0.7071067811865475,0.08596479873744647,0.9962981749346078
2025-01-05 10:00:00,Kolkata_Farm_1,13.97,25.19654377193734,697,2.248,30.0413,22.28,18.87,1.52,7.34,21.07,15.44,10,5,1,6,5,0.49999999999999994,-0.8660254037844387,0.08596479873744647,0.9962981749346078
2025-01-05 10:15:00,Kolkata_Farm_1,13.95,25.35627947716281,704,2.271,30.0445,22.4,18.93,1.46,6.93,22.65,15.13,10,5,1,6,5,0.49999999999999994,-0.8660254037844387,0.08596479873744647,0.9962981749346078
2025-01-05 10:30:00,Kolkata_Farm_1,13.9,22.61827873700913,697,2.248,30.0474,23.18,19.47,1.85,6.99,20.09,14.92,10,5,1,6,5,0.49999999999999994,-0.8660254037844387,0.08596479873744647,0.9962981749346078
2025-01-05 10:45:00,Kolkata_Farm_1,13.87,25.87333441975019,711,2.294,30.0504,23.83,19.08,1.28,6.8,17.99,14.53,10,5,1,6,5,0.49999999999999994,-0.8660254037844387,0.08596479873744647,0.9962981749346078
2025-01-05 11:00:00,Kolkata_Farm_1,13.84,29.67492594175208,713,2.3,30.0539,24.1,19.52,1.3,6.84,18.88,14.19,11,5,1,6,5,0.258819045102521,-0.9659258262890682,0.08596479873744647,0.9962981749346078
2025-01-05 11:15:00,Kolkata_Farm_1,13.79,24.34891073341792,708,2.284,30.0563,24.31,19.84,1.21,6.44,20.65,14.01,11,5,1,6,5,0.258819045102521,-0.9659258262890682,0.08596479873744647,0.9962981749346078
2025-01-05 11:30:00,Kolkata_Farm_1,13.73,25.9592563850654,693,2.235,30.055,25.34,20.37,1.45,6.42,17.83,13.7,11,5,1,6,5,0.258819045102521,-0.9659258262890682,0.08596479873744647,0.9962981749346078
2025-01-05 11:45:00,Kolkata_Farm_1,13.7,26.44580095640814,691,2.229,30.0527,25.02,20.55,0.62,6.26,18.94,13.48,11,5,1,6,5,0.258819045102521,-0.9659258262890682,0.08596479873744647,0.9962981749346078
2025-01-05 12:00:00,Kolkata_Farm_1,13.69,25.53472674255119,713,2.3,30.0508,25.45,20.6,0.25,6.27,12.62,13.23,12,5,1,6,5,1.2246467991473532e-16,-1.0,0.08596479873744647,0.9962981749346078
2025-01-05 12:15:00,Kolkata_Farm_1,13.65,25.58007724169303,707,2.281,30.0495,26.06,20.93,0.66,5.68,19.59,12.99,12,5,1,6,5,1.2246467991473532e-16,-1.0,0.08596479873744647,0.9962981749346078
2025-01-05 12:30:00,Kolkata_Farm_1,13.6,26.16130879861066,720,2.323,30.0513,25.21,20.68,1.71,5.94,16.94,12.68,12,5,1,6,5,1.2246467991473532e-16,-1.0,0.08596479873744647,0.9962981749346078
2025-01-05 12:45:00,Kolkata_Farm_1,13.59,25.24510154101041,717,2.313,30.0474,25.47,21.17,1.91,5.65,15.06,12.26,12,5,1,6,5,1.2246467991473532e-16,-1.0,0.08596479873744647,0.9962981749346078
2025-01-05 13:00:00,Kolkata_Farm_1,13.58,25.76952894168894,714,2.303,30.0461,26.47,21.0,1.58,5.82,14.16,12.16,13,5,1,6,5,-0.2588190451025208,-0.9659258262890683,0.08596479873744647,0.9962981749346078
2025-01-05 13:15:00,Kolkata_Farm_1,13.6,23.80603915072648,709,2.287,30.0427,25.84,21.08,1.2,5.83,13.68,11.83,13,5,1,6,5,-0.2588190451025208,-0.9659258262890683,0.08596479873744647,0.9962981749346078
2025-01-05 13:30:00,Kolkata_Farm_1,13.57,27.97711801002997,721,2.326,30.0358,26.21,21.73,1.29,5.43,15.68,11.6,13,5,1,6,5,-0.2588190451025208,-0.9659258262890683,0.08596479873744647,0.9962981749346078
2025-01-05 13:45:00,Kolkata_Farm_1,13.56,23.18698505751307,714,2.303,30.0358,26.61,21.81,1.45,5.59,16.39,11.31,13,5,1,6,5,-0.2588190451025208,-0.9659258262890683,0.08596479873744647,0.9962981749346078
2025-01-05 14:00:00,Kolkata_Farm_1,13.53,20.65243431219371,706,2.277,30.0356,26.62,21.83,1.64,5.18,14.65,11.3,14,5,1,6,5,-0.4999999999999997,-0.8660254037844388,0.08596479873744647,0.9962981749346078
2025-01-05 14:15:00,Kolkata_Farm_1,13.5,23.45393891500296,730,2.355,30.034,26.91,22.0,1.24,5.36,14.1,11.37,14,5,1,6,5,-0.4999999999999997,-0.8660254037844388,0.08596479873744647,0.9962981749346078
2025-01-05 14:30:00,Kolkata_Farm_1,13.43,24.12526533051414,708,2.284,30.0272,26.85,22.24,1.45,5.28,14.89,11.35,14,5,1,6,5,-0.4999999999999997,-0.8660254037844388,0.08596479873744647,0.9962981749346078
2025-01-05 14:45:00,Kolkata_Farm_1,13.37,25.6506046582951,706,2.277,30.0182,26.37,22.55,1.2,4.99,10.79,11.17,14,5,1,6,5,-0.4999999999999997,-0.8660254037844388,0.08596479873744647,0.9962981749346078
2025-01-05 15:00:00,Kolkata_Farm_1,13.33,21.30061297270149,713,2.3,30.0167,25.48,22.4,0.55,5.2,12.51,11.33,15,5,1,6,5,-0.7071067811865471,-0.7071067811865479,0.08596479873744647,0.9962981749346078
2025-01-05 15:15:00,Kolkata_Farm_1,13.28,27.01088076840508,713,2.3,30.0143,25.61,22.77,1.9,5.51,10.75,11.38,15,5,1,6,5,-0.7071067811865471,-0.7071067811865479,0.08596479873744647,0.9962981749346078
2025-01-05 15:30:00,Kolkata_Farm_1,13.29,24.52281248780466,706,2.277,30.0099,25.15,22.3,1.61,5.16,15.72,11.16,15,5,1,6,5,-0.7071067811865471,-0.7071067811865479,0.08596479873744647,0.9962981749346078
2025-01-05 15:45:00,Kolkata_Farm_1,13.26,24.63681320702077,721,2.326,30.0036,24.34,22.44,1.84,4.95,14.14,10.83,15,5,1,6,5,-0.7071067811865471,-0.7071067811865479,0.08596479873744647,0.9962981749346078
2025-01-05 16:00:00,Kolkata_Farm_1,13.24,18.00817489052263,729,2.352,30.0037,24.86,22.74,1.19,4.92,11.02,10.53,16,5,1,6,5,-0.8660254037844385,-0.5000000000000004,0.08596479873744647,0.9962981749346078
2025-01-05 16:15:00,Kolkata_Farm_1,13.21,24.46480616374738,711,2.294,29.9993,24.39,22.55,1.33,4.57,12.47,10.29,16,5,1,6,5,-0.8660254037844385,-0.5000000000000004,0.08596479873744647,0.9962981749346078
2025-01-05 16:30:00,Kolkata_Farm_1,13.19,20.06282564673639,706,2.277,29.995,23.87,22.86,0.81,4.65,15.78,10.17,16,5,1,6,5,-0.8660254037844385,-0.5000000000000004,0.08596479873744647,0.9962981749346078
2025-01-05 16:45:00,Kolkata_Farm_1,13.19,26.26875298288779,745,2.403,29.9965,23.51,22.83,1.69,4.36,13.13,10.3,16,5,1,6,5,-0.8660254037844385,-0.5000000000000004,0.08596479873744647,0.9962981749346078
2025-01-05 17:00:00,Kolkata_Farm_1,13.18,18.21004575912658,715,2.306,29.9915,22.96,22.91,1.29,4.81,16.44,10.3,17,5,1,6,5,-0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 17:15:00,Kolkata_Farm_1,13.2,19.30721962304296,711,2.294,29.9925,23.12,23.32,0.84,4.11,8.52,9.79,17,5,1,6,5,-0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 17:30:00,Kolkata_Farm_1,13.19,21.60010223214597,723,2.332,29.989,22.94,23.02,1.43,4.46,12.38,9.59,17,5,1,6,5,-0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 17:45:00,Kolkata_Farm_1,13.19,23.07284900260492,731,2.358,29.99,22.31,22.65,0.73,4.69,13.13,9.65,17,5,1,6,5,-0.9659258262890683,-0.25881904510252063,0.08596479873744647,0.9962981749346078
2025-01-05 18:00:00,Kolkata_Farm_1,13.19,19.82781555494587,729,2.352,29.9924,22.67,22.55,1.28,4.25,9.37,9.44,18,5,1,6,5,-1.0,-1.8369701987210297e-16,0.08596479873744647,0.9962981749346078
2025-01-05 18:15:00,Kolkata_Farm_1,13.22,17.02696889810763,727,2.345,29.9925,21.76,22.55,1.22,4.06,10.81,9.21,18,5,1,6,5,-1.0,-1.8369701987210297e-16,0.08596479873744647,0.9962981749346078
2025-01-05 18:30:00,Kolkata_Farm_1,13.24,18.09017611758307,707,2.281,29.9936,21.23,22.33,1.99,9.83,27.09,21.05,18,5,1,6,5,-1.0,-1.8369701987210297e-16,0.08596479873744647,0.9962981749346078
2025-01-05 18:45:00,Kolkata_Farm_1,13.22,21.59156160597201,702,2.265,29.9976,21.96,21.86,1.96,9.66,22.99,20.8,18,5,1,6,5,-1.0,-1.8369701987210297e-16,0.08596479873744647,0.9962981749346078
2025-01-05 19:00:00,Kolkata_Farm_1,13.23,18.65687813237237,713,2.3,30.0011,21.31,22.08,1.89,9.52,25.94,20.49,19,5,1,6,5,-0.9659258262890684,0.2588190451025203,0.08596479873744647,0.9962981749346078
2025-01-05 19:15:00,Kolkata_Farm_1,13.24,18.99792375794688,711,2.294,30.0035,21.19,22.02,1.93,9.51,26.4,19.98,19,5,1,6,5,-0.9659258262890684,0.2588190451025203,0.08596479873744647,0.9962981749346078
2025-01-05 19:30:00,Kolkata_Farm_1,13.22,21.089134205723,717,2.313,30.0089,20.78,21.53,2.09,8.93,24.77,19.87,19,5,1,6,5,-0.9659258262890684,0.2588190451025203,0.08596479873744647,0.9962981749346078
2025-01-05 19:45:00,Kolkata_Farm_1,13.24,20.08910053784935,718,2.316,30.0073,20.36,21.55,1.86,9.26,25.03,19.6,19,5,1,6,5,-0.9659258262890684,0.2588190451025203,0.08596479873744647,0.9962981749346078
2025-01-05 20:00:00,Kolkata_Farm_1,13.24,19.88237818927977,711,2.294,30.0099,21.03,21.19,2.27,9.42,23.73,19.46,20,5,1,6,5,-0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 20:15:00,Kolkata_Farm_1,13.28,16.48890073543756,722,2.329,30.0145,20.26,21.33,1.53,9.38,24.04,19.41,20,5,1,6,5,-0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 20:30:00,Kolkata_Farm_1,13.24,17.68114412088963,724,2.335,30.0144,20.79,21.14,1.42,9.04,22.97,19.5,20,5,1,6,5,-0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 20:45:00,Kolkata_Farm_1,13.21,17.71332331754433,729,2.352,30.0145,20.36,20.8,2.12,8.99,25.2,19.5,20,5,1,6,5,-0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078
2025-01-05 21:00:00,Kolkata_Farm_1,13.21,15.98614149600196,714,2.303,30.0191,19.86,20.88,2.55,9.21,24.99,19.08,21,5,1,6,5,-0.7071067811865477,0.7071067811865474,0.08596479873744647,0.9962981749346078
2025-01-05 21:15:00,Kolkata_Farm_1,13.17,14.42946785997198,724,2.335,30.0191,19.47,20.46,1.87,8.47,26.8,18.93,21,5,1,6,5,-0.7071067811865477,0.7071067811865474,0.08596479873744647,0.9962981749346078
2025-01-05 21:30:00,Kolkata_Farm_1,13.17,17.34701597561751,721,2.326,30.0215,19.42,20.52,1.9,8.86,19.99,18.68,21,5,1,6,5,-0.7071067811865477,0.7071067811865474,0.08596479873744647,0.9962981749346078
2025-01-05 21:45:00,Kolkata_Farm_1,13.16,15.7920112090706,722,2.329,30.0239,19.12,20.57,2.04,8.27,24.7,18.36,21,5,1,6,5,-0.7071067811865477,0.7071067811865474,0.08596479873744647,0.9962981749346078
2025-01-05 22:00:00,Kolkata_Farm_1,13.18,15.57772688582969,717,2.313,30.0274,19.96,20.48,2.41,8.55,22.51,18.15,22,5,1,6,5,-0.5000000000000004,0.8660254037844384,0.08596479873744647,0.9962981749346078
2025-01-05 22:15:00,Kolkata_Farm_1,13.18,18.48131984258887,733,2.365,30.0303,19.24,20.31,2.16,8.28,27.83,18.03,22,5,1,6,5,-0.5000000000000004,0.8660254037844384,0.08596479873744647,0.9962981749346078
2025-01-05 22:30:00,Kolkata_Farm_1,13.2,20.56168864438676,739,2.384,30.0293,19.4,20.06,1.93,8.23,23.74,17.88,22,5,1,6,5,-0.5000000000000004,0.8660254037844384,0.08596479873744647,0.9962981749346078
2025-01-05 22:45:00,Kolkata_Farm_1,13.21,16.47286901967625,726,2.342,30.034,18.54,20.15,1.61,7.9,20.7,17.85,22,5,1,6,5,-0.5000000000000004,0.8660254037844384,0.08596479873744647,0.9962981749346078
2025-01-05 23:00:00,Kolkata_Farm_1,13.22,15.48806471401218,734,2.368,30.0329,18.85,20.54,1.78,8.48,23.05,17.55,23,5,1,6,5,-0.25881904510252157,0.9659258262890681,0.08596479873744647,0.9962981749346078
2025-01-05 23:15:00,Kolkata_Farm_1,13.24,18.47183465435139,735,2.371,30.034,19.02,19.67,1.79,7.94,25.08,17.29,23,5,1,6,5,-0.25881904510252157,0.9659258262890681,0.08596479873744647,0.9962981749346078
2025-01-05 23:30:00,Kolkata_Farm_1,13.22,16.02218262392759,707,2.281,30.0336,18.44,20.22,2.28,7.99,23.35,17.18,23,5,1,6,5,-0.25881904510252157,0.9659258262890681,0.08596479873744647,0.9962981749346078
2025-01-05 23:45:00,Kolkata_Farm_1,13.23,16.21410183672193,719,2.319,30.0325,18.73,20.11,1.4,7.86,20.47,17.19,23,5,1,6,5,-0.25881904510252157,0.9659258262890681,0.08596479873744647,0.9962981749346078
2025-01-06 00:00:00,Kolkata_Farm_1,13.24,13.11804762958944,737,2.377,30.0292,14.83,19.81,1.43,7.93,23.91,17.48,0,6,1,0,6,0.0,1.0,0.10310169744743485,0.9946708199115211
2025-01-06 00:15:00,Kolkata_Farm_1,13.23,15.88291905895408,722,2.329,30.0266,14.8,19.98,1.2,8.35,21.57,17.37,0,6,1,0,6,0.0,1.0,0.10310169744743485,0.9946708199115211
2025-01-06 00:30:00,Kolkata_Farm_1,13.23,15.75992039012835,731,2.358,30.0229,15.39,19.96,2.08,8.0,21.79,17.29,0,6,1,0,6,0.0,1.0,0.10310169744743485,0.9946708199115211
2025-01-06 00:45:00,Kolkata_Farm_1,13.27,11.339519816054,724,2.335,30.0207,15.22,19.55,1.74,8.07,23.28,17.36,0,6,1,0,6,0.0,1.0,0.10310169744743485,0.9946708199115211
2025-01-06 01:00:00,Kolkata_Farm_1,13.25,15.08431905819716,727,2.345,30.0147,15.59,19.76,1.87,7.72,23.49,17.39,1,6,1,0,6,0.25881904510252074,0.9659258262890683,0.10310169744743485,0.9946708199115211
2025-01-06 01:15:00,Kolkata_Farm_1,13.27,15.40744283523231,720,2.323,30.0142,14.87,19.43,2.15,8.25,22.31,17.47,1,6,1,0,6,0.25881904510252074,0.9659258262890683,0.10310169744743485,0.9946708199115211
2025-01-06 01:30:00,Kolkata_Farm_1,13.27,14.6549532639087,703,2.268,30.0072,15.74,19.33,1.9,8.42,24.23,17.27,1,6,1,0,6,0.25881904510252074,0.9659258262890683,0.10310169744743485,0.9946708199115211
2025-01-06 01:45:00,Kolkata_Farm_1,13.29,13.57730194032147,702,2.265,30.0025,16.37,19.43,1.96,8.29,23.82,17.08,1,6,1,0,6,0.25881904510252074,0.9659258262890683,0.10310169744743485,0.9946708199115211
2025-01-06 02:00:00,Kolkata_Farm_1,13.3,17.50904511049133,732,2.361,29.9934,15.66,19.25,1.26,8.04,21.97,17.01,2,6,1,0,6,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211
2025-01-06 02:15:00,Kolkata_Farm_1,13.31,14.59325241968389,708,2.284,29.992,15.74,19.58,1.52,7.61,19.62,16.88,2,6,1,0,6,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211
2025-01-06 02:30:00,Kolkata_Farm_1,13.31,16.69534254122448,725,2.339,29.9911,15.86,19.33,1.94,7.95,21.68,16.8,2,6,1,0,6,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211
2025-01-06 02:45:00,Kolkata_Farm_1,13.34,15.90617227333435,718,2.316,29.9867,15.32,19.29,1.67,7.6,20.86,16.69,2,6,1,0,6,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211
2025-01-06 03:00:00,Kolkata_Farm_1,13.32,15.99906623949326,733,2.365,29.9821,16.08,17.49,1.86,8.03,23.83,16.57,3,6,1,0,6,0.7071067811865476,0.7071067811865476,0.10310169744743485,0.9946708199115211
2025-01-06 03:15:00,Kolkata_Farm_1,13.37,17.53196417613363,726,2.342,29.9793,15.55,17.58,1.83,7.57,21.96,16.35,3,6,1,0,6,0.7071067811865476,0.7071067811865476,0.10310169744743485,0.9946708199115211
2025-01-06 03:30:00,Kolkata_Farm_1,13.39,13.07359328357341,737,2.377,29.977,15.98,17.82,2.07,7.49,21.62,16.26,3,6,1,0,6,0.7071067811865476,0.7071067811865476,0.10310169744743485,0.9946708199115211
2025-01-06 03:45:00,Kolkata_Farm_1,13.34,18.1910330003688,728,2.348,29.9719,16.56,17.95,2.55,7.42,23.19,16.0,3,6,1,0,6,0.7071067811865476,0.7071067811865476,0.10310169744743485,0.9946708199115211
2025-01-06 04:00:00,Kolkata_Farm_1,13.32,18.66440948057602,730,2.355,29.9728,16.04,18.27,1.42,7.51,20.24,16.2,4,6,1,0,6,0.8660254037844386,0.5000000000000001,0.10310169744743485,0.9946708199115211
2025-01-06 04:15:00,Kolkata_Farm_1,13.35,9.23023487963921,713,2.3,29.9737,16.5,17.68,1.61,7.31,19.12,16.2,4,6,1,0,6,0.8660254037844386,0.5000000000000001,0.10310169744743485,0.9946708199115211
2025-01-06 04:30:00,Kolkata_Farm_1,13.34,18.34203323110357,711,2.294,29.9775,16.73,18.16,1.69,8.17,21.37,16.24,4,6,1,0,6,0.8660254037844386,0.5000000000000001,0.10310169744743485,0.9946708199115211
